,Exam Group,Exam Block
0,1-8545,18
1,1-7943,7
2,1-8611,14
3,1-18956,9
4,1-19133,8
5,1-8121,5
6,MLG58,20
7,1-11209,5
8,MLG59,4
9,1-8765,7
10,1-7390,16
11,1-8750,18
12,1-9133,1
13,1-7622,19
14,MLG78,5
15,1-5537,4
16,1-7539,7
17,1-9217,11
18,1-5635,6
19,1-9515,16
20,1-3141,8
21,1-6816,14
22,1-20100,5
23,1-11189,15
24,1-2742,13
25,MLG68,11
26,1-0918,17
27,1-0984,10
28,1-7081,15
29,1-8090,21
30,1-20045,14
31,1-8735,6
32,1-7870,6
33,1-0997,15
34,1-7589,15
35,1-8300,18
36,1-5686,12
37,1-8039,10
38,1-10018,1
39,1-8567,14
40,1-6214,15
41,MLG24,15
42,1-7753,11
43,1-7518,8
44,1-5873,5
45,1-1070,3
46,1-3056,9
47,MLG15,11
48,1-6101,3
49,7W2-19692,9
50,MLG14,10
51,1-8981,5
52,1-6015,1
53,1-9340,14
54,1-6957,8
55,1-8135,14
56,1-8924,6
57,1-6654,9
58,1-7723,6
59,1-2272,13
60,1-0916,11
61,1-7306,14
62,1-9114,1
63,1-5642,4
64,1-8729,12
65,1-6721,12
66,1-7348,11
67,1-19989,9
68,1-6533,6
69,1-7418,10
70,1-9644,9
71,MLG26,1
72,1-9643,5
73,1-9318,10
74,1-6953,8
75,1-7547,3
76,1-5687,21
77,1-7567,11
78,1-6677,1
79,1-6661,8
80,1-21411,2
81,1-1099,5
82,1-6029,6
83,1-1152,21
84,1-3491,8
85,1-8986,22
86,1-10042,10
87,1-0708,3
88,1-6637,18
89,1-9586,5
90,MLG83,1
91,1-9458,22
92,1-7621,17
93,1-0677,3
94,1-8928,7
95,1-7625,2
96,1-10725,4
97,1-0455,16
98,1-9543,9
99,1-7655,2
100,1-7707,1
101,1-8228,13
102,1-6737,3
103,1-17927,11
104,1-9040,19
105,1-8834,4
106,1-8973,22
107,1-2192,11
108,1-0917,15
109,1-3309,9
110,1-9225,3
111,1-7900,7
112,1-7564,3
113,1-7647,11
114,1-7449,22
115,1-3254,5
116,1-7737,11
117,1-2523,3
118,1-7429,13
119,1-7476,18
120,MLG69,22
