Exam Group,Exam Block
1R-21180,1
1R-21411,1
1R-2192,3
1R-2275,16
1R-2318,3
1R-2322,2
1R-2429,5
1R-2699,8
1R-2829,4
1R-3026,9
1R-3037,3
1R-3047,17
1R-3051,19
1R-3056,9
1R-3075,13
1R-3077,4
1R-3079,2
1R-3081,1
1R-3099,12
1R-3100,14
1R-3117,1
1R-3135,16
1R-3141,22
1R-3142,1
1R-3152,7
1R-3162,20
1R-3182,7
1R-3186,10
1R-3216,13
1R-3254,15
1R-3257,18
1R-3300,9
1R-3301,19
1R-3302,13
1R-3309,1
1R-3356,20
1R-3364,7
1R-3369,13
1R-3370,20
1R-3371,6
1R-3380,5
1R-3405,2
1R-3469,9
1R-3472,5
1R-3477,11
1R-3489,16
1R-3491,10
1R-3496,16
1R-3509,15
1R-3523,18
1R-3631,15
1R-3693,17
1R-3702,1
1R-3717,12
1R-3727,2
1R-3733,13
1R-3734,1
1R-4387,5
1R-4394,12
1R-4397,17
1R-4413,5
1R-4609,7
1R-4618,1
1R-4776,22
1R-4874,17
1R-5140,18
1R-5146,6
1R-5154,18
1R-5199,5
1R-5221,22
1R-5228,19
1R-5303,14
1R-5304,15
1R-5314,4
1R-5515,4
1R-5655,2
1R-5819,4
1R-5873,17
1R-5965,1
1R-6015,18
1R-6029,13
1R-6492,15
1R-6494,2
1R-6496,4
1R-6501,7
1R-6506,21
1R-6511,1
1R-6533,3
1R-6543,19
1R-6554,9
1R-6558,4
1R-6559,11
1R-6568,16
1R-6569,12
1R-6591,2
1R-6608,1
1R-6625,9
1R-6637,21
1R-6654,13
1R-6661,2
1R-6677,14
1R-6678,8
1R-6684,13
1R-6721,4
1R-6727,7
1R-6737,8
1R-6764,1
1R-6816,18
1R-6835,4
1R-6953,5
1R-6957,12
1R-7038,2
1R-7057,17
1R-7107,9
1R-7178,1
1R-7187,12
1R-7297,3
1R-7301,18
1R-7302,18
1R-7326,20
1R-7356,2
1R-7522,8
1R-7523,16
1R-7733,2
1R-7870,22
1R-7872,2
1R-7883,11
1R-7886,1
1R-7910,1
1R-7943,5
1R-7971,7
1R-8023,6
1R-8039,5
1R-8044,2
1R-8053,21
1R-8055,9
1R-8057,7
1R-8058,20
1R-8061,6
1R-8062,3
1R-8287,8
1R-8300,3
1R-8371,13
1R-8480,17
1R-8484,12
1R-8537,18
1R-8545,9
1R-8611,19
1R-8613,5
1R-8618,8
1R-8628,18
1R-8629,4
1R-8630,22
1R-8666,16
1R-8678,21
1R-8681,1
1R-8729,14
1R-8735,5
1R-8753,12
1R-8754,19
1R-8765,7
1R-8899,10
1R-8940,8
1R-8951,8
1R-8986,3
1R-8990,1
1R-9063,18
1R-9253,14
1R-9351,3
1R-9365,2
1R-9412,6
1R-9436,22
1R-9600,9
1R-9601,22
1R-9621,5
1R-9643,1
1R-9644,1
1R-9935,3
1R-9958,10
7W1-12374,13
7W1-20421,18
7W1-8534,7
7W2-12806,18
7W2-19692,1
MLG01,12
MLG02,18
MLG03,11
MLG04,1
MLG05,2
MLG06,8
MLG08,6
MLG09,13
MLG11,4
MLG12,5
MLG13,6
MLG14,13
MLG15,6
MLG17,1
MLG18,22
MLG20,9
MLG22,14
MLG24,20
MLG25,4
MLG26,21
MLG27,21
MLG28,20
MLG29,20
MLG30,20
MLG31,3
MLG32,1
MLG33,21
MLG35,21
MLG36,20
MLG37,12
MLG38,2
MLG40,2
MLG42,14
MLG43,3
MLG45,22
MLG47,1
MLG48,14
MLG50,4
MLG51,1
MLG52,20
MLG53,4
MLG55,11
MLG56,15
MLG57,13
MLG61,14
MLG62,6
MLG63,14
MLG64,20
MLG65,3
MLG69,18
MLG71,21
MLG73,18
MLG74,3
MLG82,4
MLG83,21
PR1-17272,4
PR1-6891,11
