,Exam Group,Exam Block
0,1-8545,4
1,1-7943,3
2,1-8611,22
3,1-18956,4
4,1-19133,6
5,1-8121,22
6,MLG58,11
7,1-11209,1
8,MLG59,5
9,1-8765,12
10,1-7390,9
11,1-8750,1
12,1-9133,18
13,1-7622,8
14,MLG78,17
15,1-5537,1
16,1-7539,19
17,1-9217,14
18,1-5635,12
19,1-9515,3
20,1-3141,9
21,1-6816,1
22,1-20100,2
23,1-11189,6
24,1-2742,10
25,MLG68,7
26,1-0918,8
27,1-0984,20
28,1-7081,14
29,1-8090,4
30,1-20045,8
31,1-8735,6
32,1-7870,19
33,1-0997,1
34,1-7589,13
35,1-8300,2
36,1-5686,8
37,1-8039,6
38,1-10018,6
39,1-8567,10
40,1-6214,10
41,MLG24,1
42,1-7753,2
43,1-7518,5
44,1-5873,3
45,1-1070,13
46,1-3056,9
47,MLG15,12
48,1-6101,20
49,7W2-19692,1
50,MLG14,17
51,1-8981,13
52,1-6015,1
53,1-9340,5
54,1-6957,21
55,1-8135,3
56,1-8924,2
57,1-6654,20
58,1-7723,12
59,1-2272,14
60,1-0916,6
61,1-7306,13
62,1-9114,7
63,1-5642,22
64,1-8729,20
65,1-6721,2
66,1-7348,20
67,1-19989,3
68,1-6533,4
69,1-7418,18
70,1-9644,9
71,MLG26,3
72,1-9643,14
73,1-9318,2
74,1-6953,6
75,1-7547,4
76,1-5687,2
77,1-7567,1
78,1-6677,15
79,1-6661,3
80,1-21411,10
81,1-1099,10
82,1-6029,5
83,1-1152,11
84,1-3491,12
85,1-8986,12
86,1-10042,7
87,1-0708,22
88,1-6637,3
89,1-9586,11
90,MLG83,3
91,1-9458,2
92,1-7621,3
93,1-0677,5
94,1-8928,21
95,1-7625,15
96,1-10725,9
97,1-0455,9
98,1-9543,9
99,1-7655,19
100,1-7707,2
101,1-8228,20
102,1-6737,11
103,1-17927,22
104,1-9040,4
105,1-8834,8
106,1-8973,16
107,1-2192,13
108,1-0917,3
109,1-3309,5
110,1-9225,3
111,1-7900,1
112,1-7564,20
113,1-7647,16
114,1-7449,14
