conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,num_blocks,size_cutoff,reserved,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
318,0,2,1,34,26,271,275,1224,2786,1209,812,16.885626911314986,49962,300.0,6.0,23.0,64.47110533714294,35.020275712013245,2.0141424238681793,6.027952432632446,0.5609135329723358,1444.2443251609802,52.39129066467285,76.0955810546875,266.9450104236603,2.00126576423645,0.43216827511787415,0.3124455511569977
