conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,num_blocks,size_cutoff,reserved,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
319,0,2,9,69,26,303,605,1133,2679,974,692,16.126422018348624,35557,300.0,6.0,23.0,79.33755457401276,19.69870924949646,0.0994669459760189,2.6736533641815186,7.520691752433777,1181.0347884893417,57.236337661743164,61.32462024688721,356.0940980911255,0.3812267780303955,0.46376124024391174,0.6248658895492554
