conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,num_blocks,reserved,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
318,0,2,1,67,22,304,456,1015,3171,1148,775,16.579510703363916,42470,300.0,6.0,23.0,11.699831187725067,35.74492812156677,6.899084448814392,3.8698476552963257,8.486276865005493,1563.1276965141296,87.35423684120178,56.845420598983765,279.67665791511536,1.2270420789718628,0.351908802986145,0.7463294267654419
