conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
0,0,4,7,55,29,354,652,905,3415,1234,708,16.541345565749236,31049,206.0,6.0,23.0,13.151753842830658,22.27332815527916,9.181724190711975,6.624066233634949,9.343047738075256,1632.6214671134949,86.66743636131287,83.79676342010498,319.11447048187256,1.3362724781036377,0.18018347024917603,0.9450459480285645
