conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,num_blocks,size_cutoff,reserved,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
318,0,4,8,53,18,307,427,1149,2669,959,711,16.777798165137614,50421,300.0,6.0,23.0,30.247362852096558,35.49537539482117,0.08815954439342022,2.135312408208847,2.141103893518448,1829.4971585273743,59.41382050514221,75.51445364952087,219.67268586158752,1.3047103881835938,0.5621448755264282,0.6364789605140686
