conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,num_blocks,size_cutoff,reserved,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
319,0,2,6,74,33,267,526,1040,3079,1192,785,16.606605504587154,43045,300.0,6.0,23.0,48.96021783351898,46.5178382396698,7.821322083473206,4.9622416496276855,3.84783536195755,1646.3746428489685,39.834579825401306,47.72297143936157,355.3398013114929,0.7501147389411926,0.32970020174980164,0.8399990200996399
