conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,num_blocks,reserved,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
318,0,1,3,51,38,267,421,1057,2961,1329,754,16.91119266055046,43573,300.0,6.0,23.0,51.50538206100464,47.541911005973816,5.403932332992554,6.228753328323364,5.617811679840088,1168.3745682239532,24.564087390899658,17.76091903448105,335.139799118042,2.442521572113037,0.5781542658805847,0.194560244679451
