conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,num_blocks,reserved,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
319,0,3,3,62,44,297,616,1234,3333,932,552,16.1068501529052,37806,300.0,6.0,23.0,50.87275356054306,36.47243708372116,5.155031681060791,6.5300774574279785,6.5274107456207275,1267.4852907657623,80.5784821510315,40.82947373390198,243.2627260684967,0.231078639626503,0.020637648180127144,0.44865453243255615
