conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
1,0,3,6,57,17,275,494,1386,2418,1105,718,17.071743119266056,51994,265.0,0.0,20.0,78.98079931735992,48.8732174038887,1.3765405118465424,3.645866811275482,1.3010676205158234,1657.7057838439941,81.12093210220337,23.922206461429596,202.1806651726365,2.3283379077911377,0.9312736988067627,0.4279305934906006
