conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,num_blocks,reserved,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
319,0,1,8,42,36,315,294,1455,2662,1105,703,16.20776758409786,36760,300.0,6.0,23.0,86.98614716529846,24.21318754553795,5.314465165138245,7.197723984718323,0.6214768067002296,1823.786735534668,31.415832042694092,12.074825167655945,276.96996331214905,0.9316105842590332,0.7064900994300842,0.8066776990890503
