conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,num_blocks,size_cutoff,reserved,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
318,0,1,10,44,20,280,671,896,2907,976,778,16.67920489296636,49487,300.0,6.0,23.0,99.39379394054413,13.796287700533867,5.194051265716553,5.7013243436813354,2.805195152759552,1068.8877031207085,74.61985349655151,9.446297585964203,224.1070419549942,2.065580129623413,0.39290931820869446,0.5804817080497742
