conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens,source_file
0,0,1,8,41,21,235,436,1100,3104,1027,700,16.518776758409786,45673,286.0,4.0,23.0,38.085437417030334,17.113994508981705,7.019222974777222,9.44105327129364,5.442466735839844,1565.6672716140747,42.55499541759491,60.47561168670654,223.23525995016095,2.4981613159179688,0.5107092261314392,0.0314989946782588,20250619_072545i147fl_test-0149c007f070c548825d29dbf98b942b.csv
14,1,4,12,70,29,465,585,1243,3389,1122,607,15.714067278287462,29008,259.0,6.0,20.0,47.733445167541504,20.234746038913727,3.029608726501465,5.33647894859314,4.27464097738266,1268.2301700115204,91.22329354286194,71.0724949836731,288.84093165397644,2.455742120742798,0.0588664934039115,0.5576047301292419,20250619_072545i148fl_test-248d71337dbda14c6a8374a0ac57c722.csv
0,0,2,7,49,50,370,478,1090,3373,1127,665,16.206666666666667,31855,251.0,2.0,23.0,33.082058131694794,25.634338557720184,6.892316937446594,4.3722864985466,9.073711037635803,1666.2548184394836,68.075692653656,65.82291722297668,326.1947631835937,2.335818290710449,0.0793404355645179,0.6913446187973022,20250619_072545i149fl_test-421ac30d140d4ab3d24cc7d7dfb349bc.csv
2,0,0,6,41,17,282,365,941,3157,1002,647,16.262996941896024,33229,206.0,4.0,21.0,48.05407375097275,46.49329334497452,3.6908331513404846,6.0756611824035645,6.496330499649048,1487.687051296234,46.418166160583496,80.16771674156189,278.5660803318024,1.4473068714141846,0.2066701054573059,0.6857484579086304,20250619_072545i150fl_test-df876a7774b366cbb0f7af581f7f77ae.csv
0,0,0,9,53,23,330,555,1113,3424,1052,661,15.9731498470948,28435,221.0,1.0,23.0,93.90313506126404,29.80595678091049,2.5095516443252563,6.213554739952087,6.3712358474731445,1819.2455768585205,90.10326862335204,75.3622829914093,279.95755076408386,1.294503688812256,0.3738656342029571,0.3507612645626068,20250619_072545i151fl_test-34957ce4aa2c6d5cc7982baa57acfd19.csv
7,0,3,1,58,28,293,446,976,3328,1076,711,16.06948012232416,30584,218.0,2.0,23.0,40.07648140192032,38.30393522977829,1.0275761783123016,3.1474262475967407,2.306674271821976,1904.491186141968,65.21509289741516,2.398516796529293,326.40730142593384,1.57655930519104,0.2787227630615234,0.822831928730011,20250619_072545i152fl_test-5de528b86561e37f6a1cc66f8e4eab65.csv
1,0,8,10,105,53,464,450,1199,4050,736,524,14.70440366972477,24520,265.0,0.0,20.0,32.985654175281525,18.126410394907,0.5445842817425728,8.658031225204468,2.277789711952209,1170.422464609146,2.8518546372652054,72.81650304794312,262.173855304718,0.7213163375854492,0.1090979650616645,0.2617378234863281,20250619_072545i153fl_test-f2579ae01e6566c80dfb14c0b002eac4.csv
1,0,2,4,38,12,276,282,923,3488,778,667,15.83308868501529,33712,268.0,2.0,21.0,80.54309487342834,24.095846265554428,3.044745624065399,9.159719944000244,2.812867760658264,1393.156886100769,81.5645694732666,89.2419695854187,345.3139901161194,3.024368524551392,0.1512830555438995,0.0231252666562795,20250619_072545i154fl_test-3e470861d6413dd0625a292da0bf80c6.csv
0,0,1,4,32,41,246,445,1181,3066,1186,720,16.595412844036698,46084,221.0,1.0,23.0,72.31776297092438,32.76331216096878,0.6294413655996323,0.0837507937103509,3.799797892570496,1219.5219844579697,28.030109405517575,78.23404669761658,211.591012775898,3.747556447982788,0.40933957695961,0.7021880149841309,20250619_072545i155fl_test-0d99b7fd64820583a93ca4f893613720.csv
0,0,1,11,52,24,298,506,1355,2843,1231,725,16.567461773700305,41599,251.0,2.0,23.0,86.32102370262146,46.6061070561409,5.345869064331055,5.080480575561523,5.126361846923828,1742.4298524856567,86.12276911735535,63.27865123748779,281.7498803138733,2.9302804470062256,0.5984105467796326,0.5571732521057129,20250619_072545i156fl_test-ed332cbeda786bde953741559f9d3918.csv
0,0,5,4,46,33,255,513,1109,2980,1062,741,16.588929663608564,41926,221.0,1.0,23.0,43.72809171676636,34.16848659515381,8.387591242790222,4.651508927345276,5.525473356246948,1060.2139830589294,62.64161467552185,94.82219219207764,219.3878561258316,2.4849655628204346,0.8975005745887756,0.6385155916213989,20250619_072545i157fl_test-490653de3786312c89290302d30da500.csv
14,1,5,15,53,54,478,541,1419,3306,796,558,15.06012232415902,28360,259.0,6.0,20.0,44.38902288675308,13.796250820159912,1.7301493883132937,8.683274388313293,3.970735371112824,1330.0942182540894,12.926463782787325,98.1217086315155,287.15630769729614,2.18074893951416,0.1157286837697029,0.174140989780426,20250619_072545i158fl_test-de83d8cb3f00a78fbeed7070134aae93.csv
1,0,7,12,80,41,502,561,1128,3861,732,644,15.048868501529052,29661,265.0,0.0,20.0,54.03130680322647,23.469518274068832,8.816325068473816,5.674327611923218,4.810717105865479,1487.830489873886,21.805380284786224,25.63134729862213,270.274555683136,1.769686937332153,0.4738459289073944,0.3093810379505157,20250619_072545i160fl_test-d16bcacf48dbb6d5577d627137e56ab1.csv
14,0,4,5,85,27,344,779,851,4056,1312,657,16.34703363914373,34958,259.0,6.0,20.0,71.2586659193039,30.091075599193573,7.430477738380432,1.8422169983386996,4.818398356437683,1936.2580180168152,51.43417716026306,30.613216757774357,317.9755210876465,2.485260009765625,0.3189181685447693,0.1198256015777587,20250619_072545i159fl_test-e699f3bdfcf1bb22c1a234c618f694a2.csv
1,0,1,10,41,28,492,471,1417,2807,1254,578,15.990642201834865,23426,203.0,3.0,20.0,78.05814623832703,5.809616073966026,6.895511150360107,2.115781009197235,4.327716529369354,1657.8660011291504,79.45476174354553,64.43309187889099,212.7503931522369,1.4666502475738523,0.1525229066610336,0.0640813410282135,20250619_072545i161fl_test-edc89b1de26c0ec84da31e4ff9199d7b.csv
14,0,5,7,68,42,422,433,1312,3979,1011,614,15.397675840978591,29286,259.0,6.0,20.0,57.88584768772125,17.374294847249985,5.597994327545166,9.895164370536804,5.621098279953003,1824.6459364891048,58.9195191860199,36.93537414073944,231.6381722688675,1.1244977712631226,0.1499251276254654,0.3471957147121429,20250619_072545i162fl_test-28b6b82311e10791cb36e28483213ff9.csv
2,0,4,7,44,27,247,371,775,3952,1022,751,16.249785932721714,49563,273.0,2.0,20.0,65.47750234603882,49.49732452630997,5.410724878311157,6.610766053199768,1.0034704208374023,1395.531326532364,64.67932462692261,56.06306791305542,213.4653002023697,3.207545757293701,0.5947550535202026,0.632966160774231,20250619_072545i163fl_test-94be4ac9553e35a6638bcb08d50bed7e.csv
0,0,2,5,52,24,324,542,1279,2788,906,717,15.87119266055046,24231,286.0,4.0,23.0,14.460166916251184,7.43428573012352,9.12604570388794,5.258781313896179,2.610485255718231,1475.5189716815948,30.390116572380062,74.98418688774109,295.67574858665466,1.746874451637268,0.7665981650352478,0.1225091740489006,20250619_072545i164fl_test-cffbddbaea23be3d3f7b6ced57ac9a8d.csv
0,0,0,15,39,36,407,322,1383,3301,729,690,15.295229357798164,29977,275.0,1.0,20.0,32.02241122722626,5.593956955708563,1.4233249425888062,9.443466067314148,1.8205377459526064,1852.8602719306944,20.188085734844208,16.62849187850952,399.5250344276428,2.288989543914795,0.1215206682682037,0.1264214962720871,20250619_072545i165fl_test-9a11d8a61f4df8bcac9607ffe20c71de.csv
2,0,1,7,29,36,324,205,1192,3152,674,552,15.492782874617737,35328,273.0,2.0,20.0,36.75770908594132,8.458581790328026,1.981280893087387,4.86378401517868,5.839226245880127,1706.0741782188416,38.64879012107849,83.45118761062622,346.30006551742554,2.2778494358062744,0.6780273914337158,0.4555002152919769,20250619_072545i166fl_test-0bbb84af26d32dd100ccbc7438fce590.csv
0,1,1,11,55,45,295,534,1284,3059,1126,647,16.44935779816514,42140,259.0,3.0,22.0,66.14514172077179,44.56031918525696,6.122124195098877,1.1882487684488297,9.372971653938292,1542.513072490692,8.359584957361221,63.43446373939514,248.20936918258667,3.464802026748657,0.5814416408538818,0.2417696416378021,20250619_072545i167fl_test-1857702214b945cfc8bba3435cfdb4e0.csv
0,0,1,4,45,45,351,473,990,4244,1440,662,15.85834862385321,24574,222.0,2.0,20.0,27.43612214922905,42.92073845863342,7.323784828186035,1.006719991564751,4.602448642253876,1863.8288974761963,20.83867192268372,96.62736654281616,257.0077359676361,1.0934141874313354,0.576603889465332,0.7464656233787537,20250619_072545i168fl_test-2a28d5b9e9bfbf7d4e1bae9d96611802.csv
0,0,1,6,25,27,286,553,1138,3064,1151,697,16.60795107033639,38732,221.0,1.0,23.0,90.12202501296996,24.452631026506424,2.781107723712921,0.6690195947885513,2.7612528204917908,1367.512971162796,74.62407946586609,82.11667537689209,303.1668186187744,3.615816116333008,0.4779928624629974,0.8068915009498596,20250619_072545i169fl_test-60f0f314d682533ac567a338eab2946f.csv
7,0,3,1,51,27,295,455,1032,3000,1054,714,16.042691131498472,30584,218.0,2.0,23.0,30.392356365919117,46.090964674949646,9.828055500984192,1.3627812266349792,7.3808979988098145,1828.9043307304385,74.53159689903259,49.015429615974426,293.4552311897278,1.436233401298523,0.5752751231193542,0.210038810968399,20250619_072545i170fl_test-4d0ca08f34774e04e35dd3ce9d94d0b5.csv
0,0,1,3,59,24,462,559,983,3975,942,534,15.013822629969418,21131,222.0,2.0,20.0,42.8282105922699,17.19091221690178,4.949367344379425,7.294088006019592,3.3777227997779846,1811.758041381836,5.675117298960686,15.99251925945282,260.70793867111206,1.803092360496521,0.0295199770480394,0.1568299978971481,20250619_072545i172fl_test-f075ad39a544df21d500ed71ec9d774e.csv
14,0,9,21,110,55,567,727,1567,3387,565,390,14.125993883792049,18767,259.0,6.0,20.0,23.030658215284348,5.797576392069459,7.075227499008179,7.45055615901947,5.425251722335815,1374.5228052139282,42.33283996582031,16.231726109981537,328.98887395858765,0.3724209368228912,0.2952136695384979,0.783504068851471,20250619_072545i173fl_test-5e206a0a32b12134136ffd67ca9612d8.csv
0,0,7,10,107,32,362,779,649,3930,978,801,15.839694189602447,40201,275.0,1.0,20.0,54.04612064361572,38.31305205821991,3.3781352639198303,6.5513163805007935,5.425687432289124,1696.3006258010864,15.912435948848724,64.69603180885315,395.0810194015503,0.748766303062439,0.6046432256698608,0.3783111572265625,20250619_072545i174fl_test-111fba70a3c8302475287216a7efe149.csv
0,0,1,10,68,26,308,529,1201,2833,887,690,16.037737003058105,27069,286.0,4.0,23.0,15.098794177174568,39.81491208076477,0.6762630492448807,6.318498849868774,9.406652450561523,1926.8878102302551,38.84905278682709,88.50911259651184,367.0415878295898,0.1817645579576492,0.4388735890388489,0.3650462925434112,20250619_072545i175fl_test-b4c794e5dde2bd0832dc5d87f7ba051a.csv
2,0,3,9,48,24,298,250,1105,3033,1008,629,15.895107033639144,27757,206.0,4.0,21.0,36.665065586566925,22.830491364002228,3.908029496669769,1.68513685464859,6.745949387550354,1699.0554928779602,61.22729182243347,79.62459921836853,340.7866954803467,2.519124746322632,0.022206949070096,0.190820962190628,20250619_072545i176fl_test-76ce26a1aba6624dcb024520dee2bfb6.csv
1,0,4,8,93,43,458,506,1030,3953,1289,624,16.012905198776757,37010,265.0,0.0,20.0,46.28266513347626,48.47973197698593,9.56157386302948,2.8010576963424683,8.473085165023804,1802.1478652954104,24.366723001003265,74.18571710586548,269.260174036026,2.137009382247925,0.8229503035545349,0.1279413551092147,20250619_072545i177fl_test-e9813274e306113fdbb4c356fc0d1b33.csv
7,0,1,8,38,22,322,517,1097,2768,979,687,15.824159021406729,30387,218.0,2.0,23.0,96.9720220565796,35.20225822925568,4.845223724842072,7.495145797729492,1.1502216756343842,1767.6032781600952,79.97527718544006,50.31580924987793,315.48192501068115,0.2437424063682556,0.574975311756134,0.0489980690181255,20250619_072545i178fl_test-8e3050ddf9d961ade9764e87cc1ae422.csv
0,0,3,10,57,35,330,561,1365,3167,803,687,15.638226299694187,30736,286.0,4.0,23.0,77.55304336547852,19.4072000682354,7.370118498802185,8.63643765449524,0.1437997352331876,1468.5730636119845,5.830150842666626,89.90652561187744,378.4423828125,2.4109766483306885,0.904323935508728,0.7517527341842651,20250619_072545i179fl_test-cada8418d7d28509cc9179689551ab72.csv
0,0,3,5,34,26,323,484,925,3455,1027,735,16.369296636085625,42828,222.0,2.0,20.0,75.99641263484955,25.42997971177101,6.154370903968811,0.336165614426136,1.68265238404274,1392.8873836994171,13.493654131889343,43.89218986034393,390.6392455101013,3.726850032806397,0.6673221588134766,0.8867111802101135,20250619_072545i180fl_test-030098021f2a339d8f38e8076aa29ee2.csv
1,0,7,7,94,26,343,630,1173,2910,1307,543,16.041284403669724,24019,203.0,3.0,20.0,40.8451971411705,42.61578738689423,3.849645555019378,0.1923542656004429,6.256439685821533,1255.8411657810211,45.62161862850189,1.0329308919608593,279.44256067276,1.7471427917480469,0.8322823643684387,0.3555600047111511,20250619_072545i181fl_test-991523256fa6cbc343d713fe02339fcc.csv
1,1,2,10,29,31,361,313,1652,2644,780,633,16.041223241590213,40829,265.0,0.0,20.0,66.257204413414,17.234971523284912,0.9900909662246704,9.744398593902588,3.151484429836273,1599.491536617279,8.855033665895462,20.974114537239075,203.1729355454445,2.565904378890991,0.922800838947296,0.5047164559364319,20250619_072545i182fl_test-531cfba649b2f853507ffaf955d0388c.csv
0,0,2,8,45,46,412,651,1139,3482,1099,738,16.119755351681956,33392,251.0,2.0,23.0,95.76317191123962,43.87020826339722,1.1278405040502548,2.7047479152679443,1.7629103362560272,1798.0328798294067,21.57701849937439,81.71012997627258,386.6329550743103,0.1171188354492187,0.2209286540746688,0.0185420624911785,20250619_072545i183fl_test-6fc8d938784e914829738d94cb6f2498.csv
1,1,5,10,61,49,391,497,1301,3417,894,562,15.26868501529052,31522,265.0,0.0,20.0,72.65495419502258,15.765477046370506,8.781059384346008,8.28851044178009,1.9721612334251404,1192.810282111168,13.170212507247925,19.92412954568863,273.22725653648376,2.423080921173096,0.7182021141052246,0.7181237936019897,20250619_072545i184fl_test-4c28120ec38aa98299d45bfb360c8076.csv
1,0,2,6,36,32,374,339,1061,3551,972,708,16.312477064220182,41692,203.0,3.0,20.0,45.651010274887085,29.01457101106644,4.836107194423676,0.0263034552335739,5.688745975494385,1155.3352177143097,93.9453661441803,49.73675310611725,392.4214601516724,3.3109171390533447,0.032024260610342,0.2636867165565491,20250619_072545i185fl_test-1ad6e0e94df89a6e653e0ca586d6c800.csv
7,0,3,3,49,33,331,457,1110,3481,921,633,15.745871559633027,31642,218.0,2.0,23.0,53.21161031723023,16.118282079696655,8.326485753059387,7.882484793663025,0.4391665011644363,1688.9711022377014,39.89048898220062,68.38540434837341,372.38463163375854,0.0305996052920818,0.3201093375682831,0.401919811964035,20250619_072545i186fl_test-c35cfca50b8c1fad3332279c81f11dd4.csv
0,0,2,11,52,25,432,508,1168,3195,677,633,15.348868501529052,27541,222.0,2.0,20.0,87.94251561164856,13.10875840485096,4.429139494895935,6.582558155059815,4.162302017211914,1808.133125305176,91.06530547142027,38.64356875419617,395.9058880805969,0.4756495952606201,0.4227920770645141,0.1177432686090469,20250619_072545i187fl_test-32548d3aad0ebb9fd3320471788731c1.csv
2,0,0,5,42,19,288,470,810,3481,1094,703,16.602018348623854,41508,273.0,2.0,20.0,54.620223343372345,10.4037606716156,7.810156345367432,1.6609735786914823,4.677213132381439,1515.3045058250427,91.36512875556946,69.32549476623535,267.4618422985077,2.5276589393615723,0.1563944667577743,0.9254193902015686,20250619_072545i188fl_test-c10f491cfd50c18c9f0907fc1c200151.csv
0,0,5,1,46,32,393,521,1117,3687,1212,626,16.21290519877676,33848,286.0,4.0,23.0,81.17604792118073,46.86521112918854,0.7833320647478104,6.902573108673096,9.307171702384949,1773.813784122467,52.12345719337464,10.037103295326231,251.92737579345703,1.4409770965576172,0.0546244643628597,0.7468134760856628,20250619_072545i189fl_test-d1606688dd77fa8e9ed33c53dc73f568.csv
14,1,7,9,64,41,405,563,1181,3497,1032,644,15.64440366972477,32826,259.0,6.0,20.0,70.28204679489136,26.367332637310028,0.5691445991396904,7.51991868019104,0.0084053445607423,1198.8568156957626,52.04797983169556,34.36671197414398,271.73319458961487,3.255455017089844,0.4638301432132721,0.471148818731308,20250619_072545i190fl_test-6fb62c8890ea7206ed29ce062db32244.csv
0,0,3,12,37,48,398,519,1353,2609,943,671,16.31480122324159,39673,259.0,3.0,22.0,77.43891537189484,32.333740293979645,9.303019046783447,0.3418803960084915,6.766796112060547,1461.977243423462,60.04108190536499,77.44009494781494,389.7456526756287,0.7312041521072388,0.7596574425697327,0.3068023324012756,20250619_072545i191fl_test-2df9626914dcc9ecdfb2ba6f3ae19ba1.csv
1,0,4,7,87,50,374,523,1181,3550,1209,624,15.291987767584098,19679,203.0,3.0,20.0,26.375151574611664,37.300405502319336,5.323320031166077,5.090739727020264,0.1679624244570732,1614.9412989616394,27.04889178276062,47.10501432418823,225.0086396932602,0.8329871296882629,0.1391443312168121,0.1184339746832847,20250619_072545i192fl_test-34f60b153b2b4b7f23445029fa85ba24.csv
2,0,2,10,28,17,320,484,829,3218,1064,747,16.244220183486238,37344,273.0,2.0,20.0,86.55703127384186,33.87084722518921,1.7137299478054049,6.247015595436096,3.5384586453437805,1493.7988817691803,93.96701455116272,3.193722665309906,339.738130569458,2.056445360183716,0.3866767287254333,0.4825820028781891,20250619_072545i194fl_test-2ae8c1c00987729377a9dbf1f951b367.csv
1,1,11,3,53,36,417,486,1206,3330,846,668,15.864954128440369,27378,203.0,3.0,20.0,90.01909792423248,37.114010751247406,7.32833981513977,6.966919302940369,2.8090468049049377,1099.9261438846588,66.66052341461182,26.56587660312653,264.4162833690644,2.7981324195861816,0.1513159722089767,0.9500961303710938,20250619_072545i193fl_test-ccc4fab893d19e33bb4149e4409e395c.csv
2,0,1,5,58,24,343,463,974,3456,894,566,15.777125382262996,32225,206.0,4.0,21.0,91.78373396396636,21.41034886240959,9.544681310653688,6.530840396881104,8.060943484306335,1982.2412133216856,44.54642534255981,8.28215703368187,281.6449522972107,0.3304281234741211,0.240136370062828,0.1129035204648971,20250619_072545i195fl_test-7eec48576853e3c4633f932767f979af.csv
14,0,5,12,88,39,411,637,1265,3132,1059,576,15.512415902140672,23529,259.0,6.0,20.0,85.88188171386719,29.63254392147064,4.217042028903961,6.309749484062195,0.29127337038517,1357.415109872818,93.84829998016356,92.2351598739624,256.1435878276825,0.9044238924980164,0.8034144043922424,0.6296479105949402,20250619_072545i196fl_test-4b57261ce5e3e2804406a514ecd03595.csv
1,0,2,3,39,36,280,325,960,3736,1296,717,16.62177370030581,38592,268.0,2.0,21.0,24.549267292022705,46.284507513046265,5.82436203956604,2.882187366485596,9.711771607398989,1830.3893208503723,47.31378257274628,53.32695245742798,276.45854353904724,1.3124898672103882,0.8845252394676208,0.8771353363990784,20250619_072545i197fl_test-ed16d6b3792bdc25ddd95bcd77c08652.csv
1,0,1,3,48,27,255,496,892,3494,825,659,15.90691131498471,38996,268.0,2.0,21.0,72.30339169502258,20.559148490428925,0.7603854686021805,4.531539082527161,8.965083956718445,1570.9820985794067,60.476624965667725,89.25480842590332,228.565576672554,1.2480217218399048,0.7325626611709595,0.3101714253425598,20250619_072545i198fl_test-2da50605177bb68db29d27a9891af930.csv
0,0,1,6,38,11,418,449,923,3347,1078,664,15.970581039755352,30879,275.0,1.0,20.0,88.03567409515381,22.22824290394783,5.555859208106995,5.344669818878174,7.534651756286621,1666.1266088485718,61.54728531837464,24.63318705558777,380.50135374069214,3.533497095108032,0.1328900456428527,0.3987474143505096,20250619_072545i199fl_test-6dcd98306785e0146c6ddcfac72f9669.csv
1,1,2,8,30,31,389,345,1404,3477,787,550,15.5068501529052,27779,265.0,0.0,20.0,84.3565309047699,8.149425685405731,7.208997011184692,7.858321666717529,4.891149401664734,1910.8930230140688,85.94008088111877,49.81709718704224,245.4793095588684,1.7912452220916748,0.1509181857109069,0.6325951218605042,20250619_072545i200fl_test-70e7a8b24a2045fe9cc0f28adabcb146.csv
14,0,8,6,94,34,424,818,952,3827,1084,568,15.545565749235474,27302,259.0,6.0,20.0,44.42107528448105,48.059880435466766,2.9738223552703857,5.043992400169373,8.391473293304443,1837.9163146018984,27.08607316017151,2.2128816694021225,287.9770576953888,1.7867339849472046,0.3222251832485199,0.1068067774176597,20250619_072545i201fl_test-9f012be3aae2c2a7b66f622e21e52dce.csv
0,0,4,3,59,25,321,439,1100,3446,1159,654,16.402201834862385,40979,259.0,3.0,22.0,27.38063931465149,30.124667584896088,5.061870813369751,0.979103147983551,7.297253608703613,1025.5815386772156,23.67705702781677,37.803322076797485,212.58672326803207,1.911324977874756,0.2508918941020965,0.2849076986312866,20250619_072545i202fl_test-4a564e7bdf6696bee342a92562216444.csv
14,0,7,15,79,39,425,432,1352,3997,940,546,15.280611620795106,27718,259.0,6.0,20.0,34.34328645467758,19.982229471206665,0.4509103670716285,1.943701654672623,2.3922809958457947,1402.6153683662417,99.28669333457948,35.30430793762207,218.02600771188736,0.5676251649856567,0.3443015515804291,0.0537962242960929,20250619_072545i203fl_test-ce020fd7e3deca10daae4c1602dcb6ea.csv
1,0,7,7,50,24,350,512,661,4279,1052,777,15.98275229357798,33052,268.0,2.0,21.0,17.300518974661827,48.038932383060455,3.185274302959442,0.0799506623297929,4.202626645565033,1704.701006412506,24.78500008583069,71.02364301681519,398.1505990028381,0.4034219682216644,0.155249148607254,0.6444658041000366,20250619_072545i204fl_test-95b591d56da94096da2dd437a2d0c983.csv
1,0,4,8,47,47,364,499,1468,3289,882,639,15.597737003058104,28214,203.0,3.0,20.0,77.1997320652008,35.71374207735062,2.9679620265960693,3.791171312332153,7.857562303543091,1443.0035650730133,16.145935654640198,76.959228515625,375.02444982528687,1.9166181087493896,0.9108808636665344,0.3937476575374603,20250619_072545i205fl_test-f6f5c80d74a146b71caf126b3eee41f7.csv
2,0,2,7,50,26,337,444,953,2886,1054,692,16.225015290519877,32116,206.0,4.0,21.0,49.45456236600876,26.2723945081234,5.499688982963562,0.8965713530778885,7.965321540832519,1543.688714504242,5.417126417160034,10.52444875240326,371.4177012443543,1.2586815357208252,0.6682078242301941,0.1361761093139648,20250619_072545i206fl_test-7feb3486950c9cd4a351f9819d215285.csv
14,1,5,9,104,48,426,429,1367,3688,946,552,15.204831804281346,27094,259.0,6.0,20.0,15.752842128276823,39.12936627864838,2.40253746509552,9.825824499130247,6.164875030517578,1769.5936560630798,6.6742196679115295,11.883557587862017,210.4037843644619,0.5246593952178955,0.9642375111579896,0.4978260099887848,20250619_072545i207fl_test-b2704988bdc37fccb87de51ebfaf948c.csv
0,0,2,6,52,16,266,452,1080,3242,1041,702,16.394067278287462,41657,286.0,4.0,23.0,17.505304291844368,36.66480779647827,6.740177273750305,9.215847253799438,1.9577191770076752,1499.0621507167816,71.1485505104065,76.73631310462952,306.10594749450684,3.914806604385376,0.3289005756378174,0.2047782391309738,20250619_072545i208fl_test-f3846f38dd1eff8584caac40c16b8996.csv
0,0,4,6,40,21,405,657,1155,2919,901,651,15.97737003058104,38624,286.0,4.0,23.0,62.08445429801941,19.14042755961418,0.4444041103124618,6.4616334438323975,9.473389387130736,1606.8907380104065,15.990231931209564,34.74381864070892,339.6722197532654,3.471362829208374,0.6617430448532104,0.2835817039012909,20250619_072545i209fl_test-3ecf3bf88be59478807bbd1b04da5b15.csv
0,0,0,7,46,26,320,553,1116,3607,1051,646,15.973455657492355,34669,286.0,4.0,23.0,80.84441423416138,18.38091179728508,4.684880971908569,8.75644326210022,6.877380013465881,1365.53755402565,66.6149377822876,37.02951967716217,272.3004460334778,1.796802639961243,0.0492447242140769,0.1676251739263534,20250619_072545i211fl_test-09ec08f7873b9c3335b360c3a6832ef9.csv
0,0,2,4,45,20,409,899,904,3157,1164,558,16.054495412844037,27049,222.0,2.0,20.0,83.2321971654892,11.86659187078476,6.785401105880737,0.1050838828086853,8.243743181228638,1799.821496009827,88.15408945083618,11.14179641008377,216.69322103261948,0.2936524152755737,0.5986009240150452,0.8103677034378052,20250619_072545i210fl_test-36c7e6d0bd2bccbf8c7480283882196d.csv
1,0,2,4,57,54,425,466,1239,3664,832,640,15.414311926605505,23908,203.0,3.0,20.0,28.3165679872036,19.116893857717518,3.469999134540558,9.58536684513092,0.1640183106064796,1251.492977142334,21.08156830072403,5.984208732843399,210.368350148201,2.627587080001831,0.7692163586616516,0.8374017477035522,20250619_072545i212fl_test-3caf88c815bbce752a67f9d7fb0ec41e.csv
7,1,1,3,59,23,229,527,1030,2613,1101,764,16.23480122324159,35842,218.0,2.0,23.0,33.885436058044434,30.61257481575012,2.1971067786216736,7.107393145561218,0.0032849237322807,1633.223533630371,30.261877179145813,87.65064477920532,378.2142639160156,1.3268297910690308,0.9842900633811952,0.030418649315834,20250619_072545i213fl_test-716cdf9f71555df42ba28fbe55c3f7cc.csv
2,0,0,6,42,16,271,449,836,3384,1100,744,16.375351681957188,34566,206.0,4.0,21.0,43.7919282913208,34.091657400131226,2.897758781909942,3.2661789655685425,3.971741199493408,1717.106580734253,51.76922678947449,49.46409463882446,287.11031675338745,2.869574546813965,0.4223783910274505,0.7922581434249878,20250619_072545i214fl_test-0ad3ac01bf327abfc3d9d38c48b8d51e.csv
1,0,4,6,78,25,401,599,936,3622,857,552,15.875229357798164,26723,203.0,3.0,20.0,19.805536568164825,25.635686367750168,9.588018655776978,4.136107563972473,8.612423539161682,1493.9545691013336,82.01072812080383,73.69135618209839,297.96910285949707,2.2868990898132324,0.1012947633862495,0.0360894799232482,20250619_072545i215fl_test-f555c37a3a4fb2185ca6f2c860f72e21.csv
2,0,0,3,38,17,262,318,954,3284,1259,743,16.936941896024464,37973,206.0,4.0,21.0,50.75322896242142,34.285425543785095,7.404418587684631,1.1125485599040985,5.8811211585998535,1013.8518735766412,49.57683682441712,91.76408648490906,221.6081738471985,1.377446532249451,0.1817081868648529,0.7496592998504639,20250619_072545i216fl_test-7273dfd02110f7793b6908c8de726a1e.csv
0,0,0,8,39,27,297,536,1231,2984,1017,742,16.501590214067278,47293,286.0,4.0,23.0,58.93170535564423,11.626970693469048,1.5633349120616913,7.873258590698242,5.189869999885559,1911.9606018066409,88.55711221694946,19.926775991916656,216.165030002594,2.8083395957946777,0.3507873117923736,0.3794182240962982,20250619_072545i217fl_test-690a04bc14fb50ce19e78bf673c79416.csv
1,0,3,6,59,20,296,524,817,3940,994,694,16.3119877675841,40935,265.0,0.0,20.0,34.557549357414246,31.870104372501373,1.6982285678386688,3.232218325138092,7.416113615036011,1936.457097530365,72.51806259155273,53.1415581703186,392.19337701797485,2.318491220474243,0.0071833813562989,0.0533081963658332,20250619_072545i218fl_test-eb57292bc1470e98a7d1e60d5b81a3ec.csv
1,0,6,6,49,25,324,551,864,3647,993,698,15.811131498470948,30479,273.0,2.0,20.0,52.28731036186218,37.44720816612244,4.315917789936066,3.467509150505066,7.92272686958313,1568.6159133911133,89.8651659488678,96.1976706981659,285.33427715301514,0.2493215650320053,0.9490663409233092,0.1282364428043365,20250619_072545i219fl_test-2f7f5979373d5f92a5cf81399b80cda9.csv
0,0,1,7,59,32,400,572,1063,3453,927,564,15.26336391437309,23885,222.0,2.0,20.0,48.09061884880066,10.493105724453926,1.4843355119228363,7.203013896942139,1.6815133392810822,1016.4151042699814,45.44579088687897,81.86741471290588,248.86879920959475,1.719698190689087,0.677219033241272,0.1053506806492805,20250619_072545i220fl_test-671cdc47a6f482f5e4591727ee432917.csv
