conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
1,0,7,3,68,37,389,492,1445,2726,953,728,16.103058103975535,26780,203.0,3.0,20.0,79.97699320316315,25.43826773762703,8.130096197128296,1.4982053637504578,0.6626173108816147,1997.0516562461853,80.45259118080139,98.92667531967163,376.19190216064453,1.6552654504776,0.665884792804718,0.7659111618995667
