conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,num_blocks,reserved,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
319,0,1,3,46,23,281,465,1054,3211,1332,851,16.931620795107033,44126,300.0,6.0,23.0,46.89806580543518,45.94271630048752,6.91462516784668,3.4181007742881775,1.7023932933807373,1456.6759169101715,88.89341354370117,31.898385286331177,373.68983030319214,3.1331679821014404,0.7595711350440979,0.13667547702789307
